age,JOBSAL,working_y,marry_no,univ_in_seoul,fulltime_job,univ_grad
40.0,60.0,3,0,0,0,1
29.0,208.0,1,0,1,1,1
37.0,110.0,2,0,0,1,0
38.0,300.0,1,0,1,0,1
31.0,150.0,5,1,0,1,1
35.0,160.0,3,0,0,0,1
43.0,170.0,5,0,1,1,1
36.0,200.0,3,0,0,0,1
39.0,17.0,5,0,0,0,1
31.0,200.0,3,1,1,0,1
37.0,300.0,2,0,0,1,1
39.0,150.0,11,0,1,0,1
32.0,30.0,2,0,0,0,0
27.0,60.0,3,1,0,1,0
38.0,50.0,8,0,0,0,0
33.0,100.0,4,0,0,1,1
36.0,100.0,10,0,0,1,0
30.0,140.0,2,1,0,0,1
28.0,80.0,3,0,0,1,1
36.0,100.0,3,1,0,0,1
30.0,50.0,4,0,0,0,1
29.0,150.0,9,1,0,0,1
34.0,120.0,6,0,1,0,1
28.0,120.0,4,0,0,1,1
31.0,120.0,10,0,0,1,0
33.0,40.0,3,0,0,0,0
31.0,130.0,6,1,0,1,1
38.0,200.0,7,0,1,1,1
37.0,280.0,2,1,0,1,1
28.0,25.0,1,1,0,0,0
29.0,270.0,1,0,1,1,1
28.0,133.0,2,0,0,1,1
36.0,90.0,14,0,0,1,0
37.0,300.0,2,0,0,0,0
27.0,292.0,1,0,0,1,0
33.0,200.0,1,0,0,1,0
37.0,150.0,2,1,1,0,1
23.0,150.0,1,1,0,1,1
23.0,150.0,2,1,0,1,1
37.0,60.0,3,0,0,0,0
24.0,150.0,3,0,0,1,0
23.0,10.0,1,0,0,0,1
34.0,50.0,3,0,0,0,0
32.0,150.0,4,0,0,0,0
36.0,70.0,4,0,0,1,0
36.0,40.0,2,0,0,0,1
36.0,80.0,2,0,0,0,0
19.0,16.0,1,1,0,0,1
32.0,250.0,6,1,0,1,0
24.0,230.0,1,1,0,1,0
26.0,180.0,2,1,0,0,1
27.0,300.0,3,1,1,1,1
31.0,85.0,4,0,0,1,0
39.0,150.0,4,0,0,0,1
29.0,80.0,3,0,0,0,0
27.0,130.0,1,0,0,1,1
36.0,300.0,3,0,1,0,1
28.0,50.0,1,0,0,0,0
33.0,150.0,6,0,0,0,0
46.0,80.0,10,0,0,0,0
26.0,200.0,1,1,0,1,1
38.0,150.0,12,0,0,0,0
30.0,300.0,3,1,0,0,1
35.0,142.0,9,1,0,0,1
36.0,150.0,2,0,0,0,1
44.0,80.0,5,0,0,1,0
31.0,300.0,4,1,0,1,1
29.0,80.0,1,0,0,1,1
23.0,90.0,1,0,0,1,1
35.0,100.0,2,0,0,0,0
35.0,100.0,4,0,0,1,1
29.0,90.0,1,0,0,1,0
28.0,300.0,4,1,0,0,1
24.0,150.0,1,1,0,0,1
36.0,100.0,3,1,0,0,0
39.0,100.0,4,0,1,0,1
33.0,160.0,8,0,1,1,1
28.0,150.0,3,1,0,0,1
35.0,150.0,1,0,0,0,0
31.0,120.0,1,0,0,1,1
23.0,140.0,1,1,0,1,1
35.0,100.0,1,0,0,0,0
54.0,60.0,4,0,0,0,0
37.0,80.0,2,1,1,1,1
34.0,30.0,6,0,0,0,0
39.0,120.0,2,0,1,1,1
25.0,120.0,4,1,0,1,0
21.0,60.0,1,1,0,0,1
38.0,50.0,5,0,0,0,1
32.0,80.0,5,0,0,0,1
36.0,300.0,2,0,0,1,0
34.0,150.0,1,0,0,1,0
35.0,80.0,4,0,0,0,0
36.0,150.0,3,0,0,1,1
27.0,150.0,3,1,0,1,1
33.0,70.0,2,0,0,0,0
34.0,40.0,2,0,0,0,1
28.0,70.0,1,0,0,0,0
33.0,50.0,10,0,0,0,0
30.0,120.0,2,0,0,0,1
47.0,100.0,8,0,0,0,0
24.0,130.0,1,1,0,1,1
35.0,120.0,8,0,0,0,0
33.0,200.0,3,0,0,0,0
26.0,110.0,4,1,0,1,0
32.0,300.0,2,0,0,0,1
34.0,75.0,5,0,0,1,0
22.0,100.0,3,1,0,1,0
35.0,150.0,5,0,0,0,0
34.0,150.0,3,0,0,1,0
23.0,110.0,2,1,0,1,0
36.0,40.0,4,0,0,0,1
32.0,50.0,1,0,0,0,0
30.0,100.0,9,0,0,1,1
28.0,120.0,1,0,0,1,1
39.0,150.0,7,0,0,0,1
29.0,100.0,1,1,0,1,1
32.0,15.0,2,0,0,0,1
33.0,100.0,2,0,0,0,1
34.0,75.0,2,0,0,0,0
39.0,200.0,3,0,0,0,1
19.0,40.0,1,1,0,0,1
34.0,160.0,3,0,0,1,0
37.0,200.0,5,0,0,1,0
33.0,40.0,4,0,0,0,1
37.0,200.0,9,0,1,0,1
53.0,30.0,1,0,0,0,0
39.0,160.0,4,1,0,0,0
33.0,120.0,1,0,0,1,0
32.0,81.0,1,0,0,0,0
31.0,26.0,7,0,0,0,0
29.0,100.0,2,0,0,0,1
36.0,120.0,2,0,0,0,0
32.0,140.0,2,0,0,1,0
32.0,200.0,1,0,0,1,1
34.0,90.0,3,0,0,0,0
28.0,100.0,2,1,0,0,1
30.0,60.0,4,1,0,1,0
23.0,167.0,5,0,0,0,0
31.0,100.0,6,0,0,1,1
28.0,300.0,6,0,0,0,1
38.0,100.0,1,0,0,0,1
38.0,120.0,2,0,0,1,1
34.0,200.0,1,0,0,0,0
37.0,50.0,3,0,0,0,1
28.0,100.0,2,0,0,1,1
28.0,300.0,3,0,0,0,1
33.0,70.0,3,0,0,1,0
35.0,70.0,1,0,0,0,1
56.0,140.0,2,0,0,0,0
23.0,80.0,4,1,0,0,0
44.0,180.0,3,0,0,0,0
40.0,300.0,7,0,0,0,1
21.0,80.0,1,1,0,0,1
37.0,50.0,3,0,0,0,1
32.0,250.0,6,1,0,0,1
32.0,300.0,1,0,0,0,1
31.0,80.0,2,0,0,0,1
36.0,50.0,2,0,0,0,0
36.0,50.0,4,0,0,0,1
19.0,50.0,1,1,0,0,1
34.0,50.0,5,0,0,0,1
33.0,40.0,1,0,0,0,0
36.0,100.0,5,0,0,0,0
32.0,150.0,12,1,0,1,0
37.0,80.0,9,0,0,0,0
25.0,130.0,2,0,0,1,1
40.0,70.0,4,0,0,0,1
28.0,110.0,3,1,0,1,1
37.0,70.0,5,0,0,0,0
32.0,90.0,4,0,0,1,1
32.0,100.0,2,0,0,0,1
37.0,75.0,5,0,0,0,0
38.0,120.0,5,0,0,0,1
26.0,120.0,2,0,0,0,0
24.0,150.0,1,1,0,1,1
37.0,200.0,2,1,0,1,1
33.0,100.0,5,0,0,0,0
35.0,200.0,2,0,0,1,1
39.0,178.0,11,0,0,0,1
38.0,120.0,2,0,0,1,0
35.0,40.0,5,0,0,0,0
27.0,80.0,1,1,0,1,1
54.0,80.0,3,0,0,1,0
36.0,120.0,4,0,0,0,0
33.0,200.0,2,0,0,0,0
32.0,70.0,2,0,0,1,1
35.0,180.0,4,0,0,0,0
59.0,70.0,12,0,0,0,0
20.0,160.0,1,1,0,0,1
23.0,200.0,2,1,0,0,1
37.0,40.0,5,0,0,0,0
32.0,100.0,4,0,0,1,0
35.0,70.0,8,0,0,0,1
39.0,50.0,8,0,0,0,0
36.0,90.0,3,1,0,0,1
36.0,130.0,3,0,0,0,1
36.0,100.0,10,0,0,0,1
31.0,200.0,2,1,0,0,1
28.0,120.0,3,1,0,1,1
29.0,75.0,2,1,0,0,1
37.0,10.0,2,0,0,0,1
35.0,200.0,4,0,0,0,0
54.0,70.0,2,0,0,0,0
33.0,60.0,11,0,0,0,0
28.0,100.0,1,1,0,1,0
26.0,140.0,2,1,0,1,1
41.0,250.0,1,0,0,1,1
33.0,80.0,6,0,0,1,0
31.0,200.0,4,0,0,0,1
37.0,100.0,4,0,0,0,1
38.0,150.0,7,0,0,0,0
34.0,250.0,2,0,0,0,0
40.0,80.0,2,0,0,0,0
26.0,45.0,2,0,0,0,0
29.0,208.0,11,0,0,1,0
34.0,50.0,6,0,0,0,0
35.0,250.0,2,0,0,0,0
21.0,80.0,3,1,0,1,0
36.0,200.0,1,0,0,0,1
37.0,50.0,2,0,0,0,0
36.0,85.0,4,0,0,1,0
30.0,150.0,4,1,0,1,1
36.0,250.0,2,0,0,1,1
35.0,80.0,4,0,0,0,0
34.0,60.0,1,0,0,1,1
32.0,200.0,3,1,0,1,1
22.0,120.0,1,1,0,1,1
25.0,140.0,2,1,0,1,1
33.0,250.0,2,0,0,1,1
30.0,150.0,6,1,0,1,0
36.0,150.0,3,0,0,0,0
37.0,120.0,2,0,0,0,1
41.0,150.0,1,0,0,0,1
35.0,75.0,5,0,0,0,0
35.0,60.0,1,0,0,0,0
35.0,90.0,1,1,0,0,0
34.0,150.0,5,0,0,1,0
28.0,100.0,2,1,0,0,0
34.0,100.0,6,0,0,0,0
31.0,120.0,3,0,0,0,0
32.0,100.0,2,0,0,0,0
26.0,100.0,3,1,0,1,1
33.0,150.0,1,0,0,1,1
29.0,120.0,1,0,0,1,1
31.0,70.0,5,0,0,0,1
35.0,50.0,4,0,0,0,1
36.0,100.0,5,0,0,0,1
35.0,100.0,7,0,0,0,0
36.0,30.0,3,0,0,0,1
40.0,90.0,6,0,0,0,1
35.0,210.0,5,1,0,1,1
36.0,130.0,3,0,0,0,1
25.0,55.0,1,1,0,0,0
22.0,40.0,1,1,0,0,0
33.0,90.0,7,0,0,0,0
23.0,100.0,2,1,0,0,0
20.0,100.0,1,1,0,0,0
36.0,100.0,1,1,0,1,0
49.0,60.0,9,0,0,0,0
35.0,50.0,6,0,0,0,0
40.0,130.0,7,0,0,0,1
35.0,100.0,7,0,0,1,1
35.0,150.0,5,0,0,0,0
25.0,130.0,1,1,0,0,1
35.0,40.0,4,0,0,0,1
58.0,100.0,13,0,0,1,1
45.0,40.0,5,0,0,0,0
23.0,120.0,1,1,0,0,0
34.0,60.0,3,0,0,0,0
32.0,200.0,2,0,0,0,0
36.0,100.0,3,0,0,0,0
26.0,200.0,2,1,0,1,1
47.0,150.0,3,0,0,0,0
34.0,90.0,2,0,0,0,1
28.0,110.0,1,1,0,1,0
34.0,150.0,12,0,0,0,0
26.0,100.0,2,1,0,0,1
30.0,100.0,1,0,0,0,1
35.0,120.0,2,0,0,1,1
34.0,200.0,11,0,0,0,1
28.0,70.0,9,1,0,0,0
37.0,200.0,2,0,0,0,1
29.0,180.0,4,1,0,1,1
32.0,300.0,3,0,0,0,1
32.0,130.0,2,0,0,0,1
33.0,120.0,2,0,0,0,1
31.0,200.0,11,0,0,0,1
35.0,200.0,1,0,0,0,1
32.0,60.0,2,0,0,0,0
36.0,80.0,2,0,0,0,0
27.0,130.0,2,0,0,1,1
32.0,217.0,2,0,0,1,1
36.0,120.0,12,1,0,0,0
32.0,140.0,6,1,0,1,1
29.0,150.0,4,1,0,1,1
31.0,120.0,6,0,0,0,1
33.0,200.0,3,0,0,0,1
26.0,160.0,2,0,0,1,1
32.0,100.0,6,0,0,1,0
32.0,150.0,1,1,0,0,1
29.0,200.0,2,1,0,1,1
38.0,200.0,1,0,0,0,1
29.0,300.0,3,1,0,0,1
40.0,160.0,9,0,0,1,1
28.0,180.0,6,1,0,1,1
28.0,150.0,4,1,0,1,1
29.0,300.0,3,0,0,0,0
31.0,150.0,4,1,0,1,1
37.0,150.0,2,0,0,0,0
33.0,80.0,4,0,0,0,0
33.0,120.0,4,0,0,1,0
26.0,170.0,2,1,0,0,0
21.0,140.0,1,1,0,0,0
34.0,183.0,4,1,0,0,1
25.0,200.0,1,1,0,1,1
34.0,275.0,1,1,0,1,1
34.0,250.0,1,1,1,0,1
43.0,100.0,2,0,0,0,1
41.0,200.0,4,0,0,0,0
31.0,200.0,6,1,1,1,1
49.0,200.0,2,0,0,0,0
39.0,180.0,2,0,1,1,1
43.0,150.0,4,0,0,1,0
45.0,150.0,10,0,0,1,0
41.0,300.0,4,0,0,0,1
40.0,30.0,7,0,1,0,1
56.0,100.0,10,0,0,0,0
37.0,180.0,4,0,1,0,1
44.0,80.0,11,0,1,0,1
29.0,180.0,2,1,1,0,1
39.0,100.0,4,0,0,0,0
43.0,150.0,12,0,0,1,1
49.0,150.0,3,0,0,0,1
44.0,180.0,1,0,1,0,1
45.0,200.0,6,0,0,1,0
30.0,250.0,7,1,1,1,1
36.0,200.0,5,1,1,1,1
43.0,100.0,3,0,0,1,0
38.0,200.0,9,0,1,1,1
40.0,200.0,8,0,1,0,1
48.0,250.0,9,0,1,0,1
46.0,180.0,8,0,0,1,0
22.0,150.0,4,1,0,0,0
26.0,220.0,2,1,0,1,1
41.0,270.0,5,0,0,1,0
28.0,200.0,4,0,0,1,1
33.0,200.0,5,0,1,1,1
35.0,130.0,14,1,1,1,1
39.0,180.0,5,0,1,1,1
38.0,180.0,9,0,1,0,1
44.0,130.0,7,0,0,1,0
41.0,250.0,7,1,1,1,1
30.0,150.0,2,1,0,1,1
39.0,120.0,8,0,0,0,0
32.0,200.0,2,0,1,1,1
36.0,50.0,5,0,0,0,1
28.0,180.0,6,1,1,1,1
25.0,160.0,3,1,0,1,0
38.0,130.0,8,0,0,1,0
36.0,170.0,10,0,0,1,0
45.0,250.0,10,0,0,1,0
41.0,150.0,2,0,0,1,1
33.0,250.0,2,1,1,1,1
60.0,200.0,3,0,0,0,0
44.0,100.0,4,0,0,0,0
23.0,80.0,2,1,0,0,1
43.0,100.0,4,0,0,0,0
23.0,180.0,3,1,0,1,1
45.0,300.0,10,0,0,0,0
32.0,250.0,1,1,0,1,1
54.0,150.0,2,0,0,1,0
42.0,300.0,1,0,0,1,1
44.0,110.0,3,0,0,0,0
44.0,150.0,10,0,0,0,1
46.0,250.0,4,1,0,0,1
45.0,120.0,5,0,0,0,0
45.0,150.0,2,0,0,0,1
39.0,200.0,6,0,0,0,1
30.0,250.0,1,1,0,1,1
26.0,100.0,4,1,0,0,1
35.0,200.0,8,1,0,0,1
44.0,45.0,2,0,0,0,0
37.0,300.0,9,0,0,0,0
43.0,150.0,3,0,0,1,0
38.0,200.0,2,0,0,0,1
30.0,130.0,5,1,0,1,0
43.0,200.0,8,0,0,1,0
25.0,200.0,1,1,0,1,1
26.0,150.0,1,1,0,1,1
41.0,220.0,3,1,0,0,1
35.0,150.0,1,1,0,0,1
43.0,100.0,4,0,0,0,0
50.0,180.0,10,0,0,1,1
44.0,40.0,2,0,0,0,1
49.0,200.0,2,0,0,1,0
45.0,150.0,13,0,0,0,0
41.0,180.0,3,0,0,0,1
39.0,150.0,2,0,0,1,0
42.0,180.0,2,0,0,1,1
28.0,180.0,2,1,0,1,1
36.0,200.0,5,0,0,1,0
57.0,150.0,8,0,1,0,1
43.0,180.0,4,0,0,1,0
42.0,80.0,3,0,0,0,0
30.0,100.0,5,0,0,0,1
36.0,200.0,5,0,0,0,1
43.0,90.0,5,0,0,0,0
25.0,250.0,1,1,0,1,1
34.0,300.0,7,0,0,1,1
44.0,70.0,3,0,0,0,1
34.0,300.0,5,1,0,0,1
41.0,200.0,10,0,0,0,1
45.0,270.0,4,0,0,1,1
48.0,100.0,4,0,0,0,0
59.0,120.0,3,0,0,0,0
32.0,135.0,6,0,0,0,0
35.0,130.0,3,0,0,0,0
42.0,150.0,1,0,0,1,0
28.0,200.0,2,0,0,0,1
42.0,160.0,6,0,0,0,0
37.0,270.0,13,0,0,1,1
45.0,150.0,7,0,0,1,0
45.0,150.0,13,0,0,0,1
40.0,315.0,3,0,0,0,0
39.0,100.0,6,0,0,0,0
50.0,180.0,5,0,0,0,1
26.0,200.0,1,1,0,0,1
45.0,150.0,4,0,0,0,1
45.0,200.0,5,0,0,0,0
36.0,150.0,11,0,0,1,0
36.0,150.0,8,1,0,0,0
41.0,110.0,7,0,0,0,0
34.0,150.0,8,0,0,0,1
29.0,210.0,1,1,0,1,1
35.0,82.0,7,0,0,0,1
45.0,300.0,3,0,0,0,1
27.0,200.0,3,1,0,1,1
30.0,180.0,2,1,0,1,1
33.0,250.0,4,1,1,0,1
24.0,120.0,3,1,0,0,1
42.0,270.0,13,0,0,1,0
35.0,110.0,5,0,0,0,1
50.0,200.0,3,0,0,0,1
44.0,220.0,2,0,0,0,0
39.0,30.0,7,0,0,0,0
56.0,150.0,6,0,0,1,0
35.0,120.0,4,0,0,0,0
46.0,200.0,11,0,1,1,1
44.0,200.0,5,0,0,1,1
31.0,240.0,1,0,0,1,1
32.0,100.0,4,0,0,0,0
40.0,150.0,4,0,0,0,0
36.0,80.0,6,0,0,0,1
36.0,160.0,2,0,0,1,0
39.0,200.0,8,0,1,1,1
45.0,150.0,10,0,0,1,0
25.0,250.0,2,1,1,0,1
43.0,100.0,5,0,0,0,0
42.0,200.0,2,1,1,0,1
40.0,150.0,4,0,0,1,0
33.0,170.0,6,0,0,0,1
46.0,180.0,9,0,1,1,1
43.0,180.0,6,0,0,1,0
47.0,100.0,1,0,0,0,0
42.0,120.0,3,0,0,0,1
44.0,150.0,3,0,1,0,1
37.0,80.0,5,0,1,0,1
49.0,100.0,1,0,1,0,1
43.0,200.0,5,0,0,0,1
51.0,300.0,9,0,0,0,0
50.0,300.0,1,0,0,0,1
44.0,100.0,1,0,0,0,0
40.0,150.0,5,0,0,1,1
23.0,140.0,1,1,0,0,1
40.0,200.0,5,0,0,0,1
56.0,150.0,5,0,0,0,0
48.0,150.0,7,0,0,1,1
36.0,110.0,7,0,0,0,1
47.0,100.0,2,0,0,0,1
35.0,150.0,1,0,0,0,0
44.0,170.0,4,0,0,0,0
39.0,150.0,1,0,0,0,1
41.0,300.0,7,0,0,0,0
31.0,150.0,1,0,0,1,1
45.0,250.0,3,0,0,0,0
52.0,90.0,1,0,0,0,0
32.0,200.0,3,0,0,1,1
28.0,150.0,5,0,0,1,0
38.0,300.0,2,0,0,0,1
57.0,150.0,14,0,0,0,0
29.0,100.0,2,0,0,0,0
38.0,100.0,2,0,0,0,0
42.0,120.0,7,0,0,0,0
21.0,160.0,1,1,0,0,0
42.0,210.0,8,0,0,0,0
34.0,140.0,1,1,0,0,1
39.0,300.0,2,0,0,0,1
36.0,180.0,7,0,0,0,0
53.0,167.0,1,0,0,0,0
24.0,180.0,1,1,0,0,1
35.0,250.0,2,0,0,0,0
32.0,150.0,2,1,0,0,0
31.0,110.0,1,1,0,0,0
39.0,250.0,2,1,0,0,1
39.0,100.0,2,0,0,1,1
41.0,100.0,7,0,0,1,1
47.0,100.0,3,0,1,0,1
35.0,150.0,6,0,0,1,0
46.0,100.0,6,0,0,0,1
33.0,130.0,1,0,0,1,0
40.0,150.0,1,0,0,1,1
34.0,300.0,1,0,0,0,0
40.0,150.0,11,0,0,0,0
34.0,60.0,4,0,0,0,1
35.0,150.0,5,1,0,0,1
44.0,120.0,8,0,0,1,1
43.0,100.0,3,0,0,0,0
42.0,130.0,3,0,0,0,1
47.0,150.0,5,0,1,0,1
37.0,200.0,1,0,0,0,0
39.0,160.0,7,0,0,1,0
44.0,200.0,2,0,0,1,1
26.0,250.0,3,1,0,1,1
24.0,150.0,1,0,0,1,1
30.0,100.0,5,0,0,0,1
33.0,200.0,1,0,0,1,1
30.0,150.0,2,0,0,1,1
39.0,150.0,11,0,0,1,0
30.0,200.0,2,1,0,1,1
42.0,230.0,2,0,0,0,1
40.0,150.0,7,0,0,0,1
39.0,126.0,1,0,0,0,1
60.0,80.0,2,0,0,0,0
39.0,130.0,13,0,0,1,1
27.0,200.0,2,1,0,1,1
42.0,110.0,3,0,0,0,1
42.0,145.0,4,0,0,0,1
44.0,150.0,1,0,0,0,1
45.0,110.0,6,0,0,0,0
33.0,80.0,2,0,0,0,1
56.0,80.0,9,0,0,0,0
41.0,150.0,5,0,0,1,1
42.0,150.0,2,0,0,1,1
39.0,120.0,2,0,0,1,1
40.0,200.0,3,0,0,0,1
31.0,140.0,3,0,0,1,0
37.0,180.0,4,0,1,1,1
43.0,180.0,4,0,0,1,1
46.0,150.0,10,0,0,0,0
31.0,120.0,9,0,0,1,0
52.0,200.0,1,0,0,0,0
38.0,200.0,4,0,0,0,1
41.0,60.0,8,0,0,0,0
44.0,150.0,6,0,0,0,0
34.0,200.0,3,0,0,0,1
41.0,200.0,6,1,0,1,1
55.0,150.0,1,0,0,1,1
27.0,190.0,1,0,0,1,1
45.0,200.0,1,0,0,0,0
44.0,160.0,4,0,0,1,0
36.0,120.0,4,0,0,1,1
41.0,150.0,3,1,0,0,0
37.0,100.0,10,0,0,0,1
45.0,250.0,9,0,1,0,1
42.0,80.0,6,0,0,0,1
43.0,100.0,5,0,0,0,1
36.0,150.0,2,0,0,0,1
34.0,150.0,1,1,0,0,1
23.0,20.0,1,1,0,0,1
45.0,200.0,3,0,0,1,0
42.0,130.0,4,1,0,1,1
29.0,40.0,2,1,0,0,1
41.0,250.0,4,1,0,1,1
47.0,200.0,2,0,0,0,0
42.0,150.0,3,0,1,0,1
43.0,160.0,10,0,0,1,0
45.0,180.0,8,0,0,1,0
25.0,120.0,2,1,1,1,1
36.0,100.0,3,0,0,0,1
28.0,290.0,3,1,1,1,1
23.0,100.0,2,1,0,0,0
34.0,180.0,7,1,0,1,0
39.0,210.0,10,0,0,1,0
44.0,150.0,2,0,0,1,0
38.0,150.0,4,0,0,1,1
40.0,300.0,6,0,0,1,1
45.0,50.0,4,0,0,0,0
44.0,80.0,5,0,0,1,0
20.0,130.0,2,1,0,0,0
26.0,180.0,3,1,0,1,1
24.0,200.0,3,1,0,1,1
43.0,140.0,2,1,0,1,0
41.0,150.0,7,0,0,1,0
45.0,50.0,7,1,1,0,1
40.0,270.0,5,1,0,1,0
26.0,180.0,1,1,1,1,1
27.0,300.0,2,1,0,0,1
43.0,150.0,5,0,0,1,1
58.0,45.0,13,0,0,0,0
42.0,140.0,8,0,0,1,0
45.0,100.0,4,0,0,0,1
28.0,150.0,2,1,0,0,1
46.0,160.0,2,0,0,1,1
39.0,200.0,14,0,0,0,0
33.0,320.0,7,0,0,1,1
44.0,100.0,7,0,1,0,1
35.0,60.0,2,0,0,0,0
43.0,150.0,1,0,0,0,0
44.0,160.0,2,0,0,1,0
58.0,130.0,12,0,0,0,0
29.0,170.0,1,0,0,1,1
46.0,110.0,8,0,0,1,0
28.0,130.0,2,0,0,1,1
40.0,200.0,3,0,1,0,1
47.0,150.0,5,0,0,0,0
55.0,160.0,2,0,0,0,0
33.0,150.0,5,0,0,0,0
44.0,90.0,3,0,0,0,0
36.0,300.0,1,1,1,1,1
41.0,140.0,8,0,0,1,1
49.0,150.0,4,0,0,0,0
38.0,200.0,5,0,0,0,0
37.0,300.0,1,0,0,0,0
47.0,200.0,2,0,0,1,1
36.0,250.0,3,0,0,1,1
36.0,200.0,5,0,0,1,0
42.0,60.0,6,0,0,0,0
28.0,250.0,3,1,0,1,1
